s,Pc
18492.0,0.16034
18493.0,0.16034
18494.0,0.16034
18495.0,0.16034
18496.0,0.16034
18497.0,0.16034
18498.0,0.16034
18499.0,0.16034
18500.0,0.16034
18501.0,0.16034
18502.0,0.16034
18503.0,0.16034
18504.0,0.16034
18505.0,0.16034
18506.0,0.16034
18507.0,0.16034
18508.0,0.16034
18509.0,0.16034
18510.0,0.16034
18511.0,0.16034
18512.0,0.16034
18513.0,0.16034
18514.0,0.16034
18515.0,0.16034
18516.0,0.16034
18517.0,0.16034
18518.0,0.16034
18519.0,0.16034
18520.0,0.16034
18521.0,0.16034
18522.0,0.16034
18523.0,0.16034
18524.0,0.16034
18525.0,0.16034
18526.0,0.16034
18527.0,0.16034
18528.0,0.16034
18529.0,0.16034
18530.0,0.16034
18531.0,0.16034
18532.0,0.16034
18533.0,0.16034
18534.0,0.16034
18535.0,0.16034
18536.0,0.16034
18537.0,0.16034
18538.0,0.16034
18539.0,0.16034
18540.0,0.16034
18541.0,0.16034
18542.0,0.16034
18543.0,0.16034
18544.0,0.16034
18545.0,0.16034
18546.0,0.16034
18547.0,0.16034
18548.0,0.16034
18549.0,0.16034
18550.0,0.16034
18551.0,0.16034
18552.0,0.16034
18553.0,0.16034
18554.0,0.16034
18555.0,0.16034
18556.0,0.16034
18557.0,0.16034
18558.0,0.16034
18559.0,0.16034
18560.0,0.16034
18561.0,0.16034
18562.0,0.16034
18563.0,0.16034
18564.0,0.16034
18565.0,0.16034
18566.0,0.16034
18567.0,0.16034
18568.0,0.16034
18569.0,0.16034
18570.0,0.16034
18571.0,0.16034
18572.0,0.16034
18573.0,0.16034
18574.0,0.16034
18575.0,0.16034
18576.0,0.16034
18577.0,0.16034
18578.0,0.16034
18579.0,0.16034
18580.0,0.16034
18581.0,0.16034
18582.0,0.16034
18583.0,0.16034
18584.0,0.16034
18585.0,0.16034
18586.0,0.16034
18587.0,0.16034
18588.0,0.16034
18589.0,0.16034
18590.0,0.16034
18591.0,0.16034
18592.0,0.16034
18593.0,0.16034
18594.0,0.16034
18595.0,0.16034
18596.0,0.16034
18597.0,0.16034
18598.0,0.16034
18599.0,0.16034
18600.0,0.16034
18601.0,0.16034
18602.0,0.16034
18603.0,0.16034
18604.0,0.16034
18605.0,0.16034
18606.0,0.16034
18607.0,0.16034
18608.0,0.16034
18609.0,0.16034
18610.0,0.16034
18611.0,0.16034
18612.0,0.16034
18613.0,0.16034
18614.0,0.16034
18615.0,0.16034
18616.0,0.16034
18617.0,0.16034
18618.0,0.16034
18619.0,0.16034
18620.0,0.16034
18621.0,0.16034
18622.0,0.16034
18623.0,0.16034
18624.0,0.16034
18625.0,0.16034
18626.0,0.16034
18627.0,0.16034
18628.0,0.16034
18629.0,0.16034
18630.0,0.16034
18631.0,0.16034
18632.0,0.16034
18633.0,0.16034
18634.0,0.16034
18635.0,0.16034
18636.0,0.16034
18637.0,0.16034
18638.0,0.16034
18639.0,0.16034
18640.0,0.16034
18641.0,0.16034
18642.0,0.16034
18643.0,0.16034
18644.0,0.16034
18645.0,0.16034
18646.0,0.16034
18647.0,0.16034
18648.0,0.16034
18649.0,0.16034
18650.0,0.16034
18651.0,0.16034
18652.0,0.16034
18653.0,0.16034
18654.0,0.16034
18655.0,0.16034
18656.0,0.16034
18657.0,0.16034
18658.0,0.16034
18659.0,0.16034
18660.0,0.16034
18661.0,0.16034
18662.0,0.16034
18663.0,0.16034
18664.0,0.16034
18665.0,0.16034
18666.0,0.16034
18667.0,0.16034
18668.0,0.16034
18669.0,0.16034
18670.0,0.16034
18671.0,0.16034
18672.0,0.16034
18673.0,0.16034
18674.0,0.16034
18675.0,0.16034
18676.0,0.16034
18677.0,0.16034
18678.0,0.16034
18679.0,0.16034
18680.0,0.16034
18681.0,0.16034
18682.0,0.16034
18683.0,0.16034
18684.0,0.16034
18685.0,0.16034
18686.0,0.16034
18687.0,0.16034
18688.0,0.16034
18689.0,0.16034
18690.0,0.16034
18691.0,0.16034
18692.0,0.16034
18693.0,0.16034
18694.0,0.16034
18695.0,0.16034
18696.0,0.16034
18697.0,0.16034
18698.0,0.16034
18699.0,0.16034
18700.0,0.16034
18701.0,0.16034
18702.0,0.16034
18703.0,0.16034
18704.0,0.16034
18705.0,0.16034
18706.0,0.16034
18707.0,0.16034
18708.0,0.16034
18709.0,0.16034
18710.0,0.16034
18711.0,0.16034
18712.0,0.16034
18713.0,0.16034
18714.0,0.16034
18715.0,0.16034
18716.0,0.16034
18717.0,0.16034
18718.0,0.16034
18719.0,0.16034
18720.0,0.16034
18721.0,0.16034
18722.0,0.16034
18723.0,0.16034
18724.0,0.16034
18725.0,0.16034
18726.0,0.16034
18727.0,0.16034
18728.0,0.16034
18729.0,0.16034
18730.0,0.16034
18731.0,0.16034
18732.0,0.16034
18733.0,0.16034
18734.0,0.16034
18735.0,0.16034
18736.0,0.16034
18737.0,0.16034
18738.0,0.16034
18739.0,0.16034
18740.0,0.16034
18741.0,0.16034
18742.0,0.16034
18743.0,0.16034
18744.0,0.16034
18745.0,0.16034
18746.0,0.16034
18747.0,0.16034
18748.0,0.16034
18749.0,0.16034
18750.0,0.16034
18751.0,0.16034
18752.0,0.16034
18753.0,0.16034
18754.0,0.16034
18755.0,0.16034
18756.0,0.16034
18757.0,0.16034
18758.0,0.16034
18759.0,0.16034
18760.0,0.16034
18761.0,0.16034
18762.0,0.16034
18763.0,0.16034
18764.0,0.16034
18765.0,0.16034
18766.0,0.16034
18767.0,0.16034
18768.0,0.16034
18769.0,0.16034
18770.0,0.16034
18771.0,0.16034
18772.0,0.16034
18773.0,0.16034
18774.0,0.16034
18775.0,0.16034
18776.0,0.16034
18777.0,0.16034
18778.0,0.16034
18779.0,0.16034
18780.0,0.16034
18781.0,0.16034
18782.0,0.16034
18783.0,0.16034
18784.0,0.16034
18785.0,0.16034
18786.0,0.16034
18787.0,0.16034
18788.0,0.16034
18789.0,0.16034
18790.0,0.16034
18791.0,0.16034
18792.0,0.16034
18793.0,0.16034
18794.0,0.16034
18795.0,0.16034
18796.0,0.16034
18797.0,0.16034
18798.0,0.16034
18799.0,0.16034
18800.0,0.16034
18801.0,0.16034
18802.0,0.16034
18803.0,0.16034
18804.0,0.16034
18805.0,0.16034
18806.0,0.16034
18807.0,0.16034
18808.0,0.16034
18809.0,0.16034
18810.0,0.16034
18811.0,0.16034
18812.0,0.16034
18813.0,0.16034
18814.0,0.16034
18815.0,0.16034
18816.0,0.16034
18817.0,0.16034
18818.0,0.16034
18819.0,0.16034
18820.0,0.16034
18821.0,0.16034
18822.0,0.16034
18823.0,0.16034
18824.0,0.16034
18825.0,0.16034
18826.0,0.16034
18827.0,0.16034
18828.0,0.16034
18829.0,0.16034
18830.0,0.16034
18831.0,0.16034
18832.0,0.16034
18833.0,0.16034
18834.0,0.16034
18835.0,0.16034
18836.0,0.16034
18837.0,0.16034
18838.0,0.16034
18839.0,0.16034
18840.0,0.16034
18841.0,0.16034
18842.0,0.16034
18843.0,0.16034
18844.0,0.16034
18845.0,0.16034
18846.0,0.16034
18847.0,0.16034
18848.0,0.16034
18849.0,0.16034
18850.0,0.16034
18851.0,0.16034
18852.0,0.16034
18853.0,0.16034
18854.0,0.16034
18855.0,0.16034
18856.0,0.16034
18857.0,0.16034
18858.0,0.16034
18859.0,0.16034
18860.0,0.16034
18861.0,0.16034
18862.0,0.16034
18863.0,0.16034
18864.0,0.16034
18865.0,0.16034
18866.0,0.16034
18867.0,0.16034
18868.0,0.16034
18869.0,0.16034
18870.0,0.16034
18871.0,0.16034
18872.0,0.16034
18873.0,0.16034
18874.0,0.16034
18875.0,0.16034
18876.0,0.16034
18877.0,0.16034
18878.0,0.16034
18879.0,0.16034
18880.0,0.16034
18881.0,0.16034
18882.0,0.16034
18883.0,0.16034
18884.0,0.16034
18885.0,0.16034
18886.0,0.16034
18887.0,0.16034
18888.0,0.16034
18889.0,0.16034
18890.0,0.16034
18891.0,0.16034
18892.0,0.16034
18893.0,0.16034
18894.0,0.16034
18895.0,0.16034
18896.0,0.16034
18897.0,0.16034
18898.0,0.16034
18899.0,0.16034
18900.0,0.16034
18901.0,0.16034
18902.0,0.16034
18903.0,0.16034
18904.0,0.16034
18905.0,0.16034
18906.0,0.16034
18907.0,0.16034
18908.0,0.16034
18909.0,0.16034
18910.0,0.16034
18911.0,0.16034
18912.0,0.16034
18913.0,0.16034
18914.0,0.16034
18915.0,0.16034
18916.0,0.16034
18917.0,0.16034
18918.0,0.16034
18919.0,0.16034
18920.0,0.16034
18921.0,0.16034
18922.0,0.16034
18923.0,0.16034
18924.0,0.16034
18925.0,0.16034
18926.0,0.16034
18927.0,0.16034
18928.0,0.16034
18929.0,0.16034
18930.0,0.16034
18931.0,0.16034
18932.0,0.16034
18933.0,0.16034
18934.0,0.16034
18935.0,0.16034
18936.0,0.16034
18937.0,0.16034
18938.0,0.16034
18939.0,0.16034
18940.0,0.16034
18941.0,0.16034
18942.0,0.16034
18943.0,0.16034
18944.0,0.16034
18945.0,0.16034
18946.0,0.16034
18947.0,0.16034
18948.0,0.16034
18949.0,0.16034
18950.0,0.16034
18951.0,0.16034
18952.0,0.16034
18953.0,0.16034
18954.0,0.16034
18955.0,0.16034
18956.0,0.16034
18957.0,0.16034
18958.0,0.16034
18959.0,0.16034
18960.0,0.16034
18961.0,0.16034
18962.0,0.16034
18963.0,0.16034
18964.0,0.16034
18965.0,0.16034
18966.0,0.16034
18967.0,0.16034
18968.0,0.16034
18969.0,0.16034
18970.0,0.16034
18971.0,0.16034
18972.0,0.16034
18973.0,0.16034
18974.0,0.16034
18975.0,0.16034
18976.0,0.16034
18977.0,0.16034
18978.0,0.16034
18979.0,0.16034
18980.0,0.16034
18981.0,0.16034
18982.0,0.16034
18983.0,0.16034
18984.0,0.16034
18985.0,0.16034
18986.0,0.16034
18987.0,0.16034
18988.0,0.16034
18989.0,0.16034
18990.0,0.16034
18991.0,0.16034
18992.0,0.16034
18993.0,0.16034
18994.0,0.16034
18995.0,0.16034
18996.0,0.16034
18997.0,0.16034
18998.0,0.16034
18999.0,0.16034
19000.0,0.16034
19001.0,0.16034
19002.0,0.16034
19003.0,0.16034
19004.0,0.16034
19005.0,0.16034
19006.0,0.16034
19007.0,0.16034
19008.0,0.16034
19009.0,0.16034
19010.0,0.16034
19011.0,0.16034
19012.0,0.16034
19013.0,0.16034
19014.0,0.16034
19015.0,0.16034
19016.0,0.16034
19017.0,0.16034
19018.0,0.16034
19019.0,0.16034
19020.0,0.16034
19021.0,0.16034
19022.0,0.16034
19023.0,0.16034
19024.0,0.16034
19025.0,0.16034
19026.0,0.16034
19027.0,0.16034
19028.0,0.16034
19029.0,0.16034
19030.0,0.16034
19031.0,0.16034
19032.0,0.16034
19033.0,0.16034
19034.0,0.16034
19035.0,0.16034
19036.0,0.16034
19037.0,0.16034
19038.0,0.16034
19039.0,0.16034
19040.0,0.16034
19041.0,0.16034
19042.0,0.16034
19043.0,0.16034
19044.0,0.16034
19045.0,0.16034
19046.0,0.16034
19047.0,0.16034
19048.0,0.16034
19049.0,0.16034
19050.0,0.16034
19051.0,0.16034
19052.0,0.16034
19053.0,0.16034
19054.0,0.16034
19055.0,0.16034
19056.0,0.16034
19057.0,0.16034
19058.0,0.16034
19059.0,0.16034
19060.0,0.16034
19061.0,0.16034
19062.0,0.16034
19063.0,0.16034
19064.0,0.16034
19065.0,0.16034
19066.0,0.16034
19067.0,0.16034
19068.0,0.16034
19069.0,0.16034
19070.0,0.16034
19071.0,0.16034
19072.0,0.16034
19073.0,0.16034
19074.0,0.16034
19075.0,0.16034
19076.0,0.16034
19077.0,0.16034
19078.0,0.16034
19079.0,0.16034
19080.0,0.16034
19081.0,0.16034
19082.0,0.16034
19083.0,0.16034
19084.0,0.16034
19085.0,0.16034
19086.0,0.16034
19087.0,0.16034
19088.0,0.16034
19089.0,0.16034
19090.0,0.16034
19091.0,0.16034
19092.0,0.16034
19093.0,0.16034
19094.0,0.16034
19095.0,0.16034
19096.0,0.16034
19097.0,0.16034
19098.0,0.16034
19099.0,0.16034
19100.0,0.16034
19101.0,0.16034
19102.0,0.16034
19103.0,0.16034
19104.0,0.16034
19105.0,0.16034
19106.0,0.16034
19107.0,0.16034
19108.0,0.16034
19109.0,0.16034
19110.0,0.16034
19111.0,0.16034
19112.0,0.16034
19113.0,0.16034
19114.0,0.16034
19115.0,0.16034
19116.0,0.16034
19117.0,0.16034
19118.0,0.16034
19119.0,0.16034
19120.0,0.16034
19121.0,0.16034
19122.0,0.16034
19123.0,0.16034
19124.0,0.16034
19125.0,0.16034
19126.0,0.16034
19127.0,0.16034
19128.0,0.16034
19129.0,0.16034
19130.0,0.16034
19131.0,0.16034
19132.0,0.16034
19133.0,0.16034
19134.0,0.16034
19135.0,0.16034
19136.0,0.16034
19137.0,0.16034
19138.0,0.16034
19139.0,0.16034
19140.0,0.16034
19141.0,0.16034
19142.0,0.16034
19143.0,0.16034
19144.0,0.16034
19145.0,0.16034
19146.0,0.16034
19147.0,0.16034
19148.0,0.16034
19149.0,0.16034
19150.0,0.16034
19151.0,0.16034
19152.0,0.16034
19153.0,0.16034
19154.0,0.16034
19155.0,0.16034
19156.0,0.16034
19157.0,0.16034
19158.0,0.16034
19159.0,0.16034
19160.0,0.16034
19161.0,0.16034
19162.0,0.16034
19163.0,0.16034
19164.0,0.16034
19165.0,0.16034
19166.0,0.16034
19167.0,0.16034
19168.0,0.16034
19169.0,0.16034
19170.0,0.16034
19171.0,0.16034
19172.0,0.16034
19173.0,0.16034
19174.0,0.16034
19175.0,0.16034
19176.0,0.16034
19177.0,0.16034
19178.0,0.16034
19179.0,0.16034
19180.0,0.16034
19181.0,0.16034
19182.0,0.16034
19183.0,0.16034
19184.0,0.16034
19185.0,0.16034
19186.0,0.16034
19187.0,0.16034
19188.0,0.16034
19189.0,0.16034
19190.0,0.16034
19191.0,0.16034
19192.0,0.16034
19193.0,0.16034
19194.0,0.16034
19195.0,0.16034
19196.0,0.16034
19197.0,0.16034
19198.0,0.16034
19199.0,0.16034
19200.0,0.16034
19201.0,0.16034
19202.0,0.16034
19203.0,0.16034
19204.0,0.16034
19205.0,0.16034
19206.0,0.16034
19207.0,0.16034
19208.0,0.16034
19209.0,0.16034
19210.0,0.16034
19211.0,0.16034
19212.0,0.16034
19213.0,0.16034
19214.0,0.16034
19215.0,0.16034
19216.0,0.16034
19217.0,0.16034
19218.0,0.16034
19219.0,0.16034
19220.0,0.16034
19221.0,0.16034
19222.0,0.16034
19223.0,0.16034
19224.0,0.16034
19225.0,0.16034
19226.0,0.16034
19227.0,0.16034
19228.0,0.16034
19229.0,0.16034
19230.0,0.16034
19231.0,0.16034
19232.0,0.16034
19233.0,0.16034
19234.0,0.16034
19235.0,0.16034
19236.0,0.16034
19237.0,0.16034
19238.0,0.16034
19239.0,0.16034
19240.0,0.16034
19241.0,0.16034
19242.0,0.16034
19243.0,0.16034
19244.0,0.16034
19245.0,0.16034
19246.0,0.16034
19247.0,0.16034
19248.0,0.16034
19249.0,0.16034
19250.0,0.16034
19251.0,0.16034
19252.0,0.16034
19253.0,0.16034
19254.0,0.16034
19255.0,0.16034
19256.0,0.16034
19257.0,0.16034
19258.0,0.16034
19259.0,0.16034
19260.0,0.16034
19261.0,0.16034
19262.0,0.16034
19263.0,0.16034
19264.0,0.16034
19265.0,0.16034
19266.0,0.16034
19267.0,0.16034
19268.0,0.16034
19269.0,0.16034
19270.0,0.16034
19271.0,0.16034
19272.0,0.16034
19273.0,0.16034
19274.0,0.16034
19275.0,0.16034
19276.0,0.16034
19277.0,0.16034
19278.0,0.16034
19279.0,0.16034
19280.0,0.16034
19281.0,0.16034
19282.0,0.16034
19283.0,0.16034
19284.0,0.16034
19285.0,0.16034
19286.0,0.16034
19287.0,0.16034
19288.0,0.16034
19289.0,0.16034
19290.0,0.16034
19291.0,0.16034
19292.0,0.16034
19293.0,0.16034
19294.0,0.16034
19295.0,0.16034
19296.0,0.16034
19297.0,0.16034
19298.0,0.16034
19299.0,0.16034
19300.0,0.16034
19301.0,0.16034
19302.0,0.16034
19303.0,0.16034
19304.0,0.16034
19305.0,0.16034
19306.0,0.16034
19307.0,0.16034
19308.0,0.16034
19309.0,0.16034
19310.0,0.16034
19311.0,0.16034
19312.0,0.16034
19313.0,0.16034
19314.0,0.16034
19315.0,0.16034
19316.0,0.16034
19317.0,0.16034
19318.0,0.16034
19319.0,0.16034
19320.0,0.16034
19321.0,0.16034
19322.0,0.16034
19323.0,0.16034
19324.0,0.16034
19325.0,0.16034
19326.0,0.16034
19327.0,0.16034
19328.0,0.16034
19329.0,0.16034
19330.0,0.16034
19331.0,0.16034
19332.0,0.16034
19333.0,0.16034
19334.0,0.16034
19335.0,0.16034
19336.0,0.16034
19337.0,0.16034
19338.0,0.16034
19339.0,0.16034
19340.0,0.16034
19341.0,0.16034
19342.0,0.16034
19343.0,0.16034
19344.0,0.16034
19345.0,0.16034
19346.0,0.16034
19347.0,0.16034
19348.0,0.16034
19349.0,0.16034
19350.0,0.16034
19351.0,0.16034
19352.0,0.16034
19353.0,0.16034
19354.0,0.16034
19355.0,0.16034
19356.0,0.16034
19357.0,0.16034
19358.0,0.16034
19359.0,0.16034
19360.0,0.16034
19361.0,0.16034
19362.0,0.16034
19363.0,0.16034
19364.0,0.16034
19365.0,0.16034
19366.0,0.16034
19367.0,0.16034
19368.0,0.16034
19369.0,0.16034
19370.0,0.16034
19371.0,0.16034
19372.0,0.16034
19373.0,0.16034
19374.0,0.16034
19375.0,0.16034
19376.0,0.16034
19377.0,0.16034
19378.0,0.16034
19379.0,0.16034
19380.0,0.16034
19381.0,0.16034
19382.0,0.16034
19383.0,0.16034
19384.0,0.16034
19385.0,0.16034
19386.0,0.16034
19387.0,0.16034
19388.0,0.16034
19389.0,0.16034
19390.0,0.16034
19391.0,0.16034
19392.0,0.16034
19393.0,0.16034
19394.0,0.16034
19395.0,0.16034
19396.0,0.16034
19397.0,0.16034
19398.0,0.16034
19399.0,0.16034
19400.0,0.16034
19401.0,0.16034
19402.0,0.16034
19403.0,0.16034
19404.0,0.16034
19405.0,0.16034
19406.0,0.16034
19407.0,0.16034
19408.0,0.16034
19409.0,0.16034
19410.0,0.16034
19411.0,0.16034
19412.0,0.16034
19413.0,0.16034
19414.0,0.16034
19415.0,0.16034
19416.0,0.16034
19417.0,0.16034
19418.0,0.16034
19419.0,0.16034
19420.0,0.16034
19421.0,0.16034
19422.0,0.16034
19423.0,0.16034
19424.0,0.16034
19425.0,0.16034
19426.0,0.16034
19427.0,0.16034
19428.0,0.16034
19429.0,0.16034
19430.0,0.16034
19431.0,0.16034
19432.0,0.16034
19433.0,0.16034
19434.0,0.16034
19435.0,0.16034
19436.0,0.16034
19437.0,0.16034
19438.0,0.16034
19439.0,0.16034
19440.0,0.16034
19441.0,0.16034
19442.0,0.16034
19443.0,0.16034
19444.0,0.16034
19445.0,0.16034
19446.0,0.16034
19447.0,0.16034
19448.0,0.16034
19449.0,0.16034
19450.0,0.16034
19451.0,0.16034
19452.0,0.16034
19453.0,0.16034
19454.0,0.16034
19455.0,0.16034
19456.0,0.16034
19457.0,0.16034
19458.0,0.16034
19459.0,0.16034
19460.0,0.16034
19461.0,0.16034
19462.0,0.16034
19463.0,0.16034
19464.0,0.16034
19465.0,0.16034
19466.0,0.16034
19467.0,0.16034
19468.0,0.16034
19469.0,0.16034
19470.0,0.16034
19471.0,0.16034
19472.0,0.16034
19473.0,0.16034
19474.0,0.16034
19475.0,0.16034
19476.0,0.16034
19477.0,0.16034
19478.0,0.16034
19479.0,0.16034
19480.0,0.16034
19481.0,0.16034
19482.0,0.16034
19483.0,0.16034
19484.0,0.16034
19485.0,0.16034
19486.0,0.16034
19487.0,0.16034
19488.0,0.16034
19489.0,0.16034
19490.0,0.16034
19491.0,0.16034
19492.0,0.16034
19493.0,0.16034
19494.0,0.16034
19495.0,0.16034
19496.0,0.16034
19497.0,0.16034
19498.0,0.16034
19499.0,0.16034
19500.0,0.16034
19501.0,0.16034
19502.0,0.16034
19503.0,0.16034
19504.0,0.16034
19505.0,0.16034
19506.0,0.16034
19507.0,0.16034
19508.0,0.16034
19509.0,0.16034
19510.0,0.16034
19511.0,0.16034
19512.0,0.16034
19513.0,0.16034
19514.0,0.16034
19515.0,0.16034
19516.0,0.16034
19517.0,0.16034
19518.0,0.16034
19519.0,0.16034
19520.0,0.16034
19521.0,0.16034
19522.0,0.16034
19523.0,0.16034
19524.0,0.16034
19525.0,0.16034
19526.0,0.16034
19527.0,0.16034
19528.0,0.16034
19529.0,0.16034
19530.0,0.16034
19531.0,0.16034
19532.0,0.16034
19533.0,0.16034
19534.0,0.16034
19535.0,0.16034
19536.0,0.16034
19537.0,0.16034
19538.0,0.16034
19539.0,0.16034
19540.0,0.16034
19541.0,0.16034
19542.0,0.16034
19543.0,0.16034
19544.0,0.16034
19545.0,0.16034
19546.0,0.16034
19547.0,0.16034
19548.0,0.16034
19549.0,0.16034
19550.0,0.16034
19551.0,0.16034
19552.0,0.16034
19553.0,0.16034
19554.0,0.16034
19555.0,0.16034
19556.0,0.16034
19557.0,0.16034
19558.0,0.16034
19559.0,0.16034
19560.0,0.16034
19561.0,0.16034
19562.0,0.16034
19563.0,0.16034
19564.0,0.16034
19565.0,0.16034
19566.0,0.16034
19567.0,0.16034
19568.0,0.16034
19569.0,0.16034
19570.0,0.16034
19571.0,0.16034
19572.0,0.16034
19573.0,0.16034
19574.0,0.16034
19575.0,0.16034
19576.0,0.16034
19577.0,0.16034
19578.0,0.16034
19579.0,0.16034
19580.0,0.16034
19581.0,0.16034
19582.0,0.16034
19583.0,0.16034
19584.0,0.16034
19585.0,0.16034
19586.0,0.16034
19587.0,0.16034
19588.0,0.16034
19589.0,0.16034
19590.0,0.16034
19591.0,0.16034
19592.0,0.16034
19593.0,0.16034
19594.0,0.16034
19595.0,0.16034
19596.0,0.16034
19597.0,0.16034
19598.0,0.16034
19599.0,0.16034
19600.0,0.16034
19601.0,0.16034
19602.0,0.16034
19603.0,0.16034
19604.0,0.16034
19605.0,0.16034
19606.0,0.16034
19607.0,0.16034
19608.0,0.16034
19609.0,0.16034
19610.0,0.16034
19611.0,0.16034
19612.0,0.16034
19613.0,0.16034
19614.0,0.16034
19615.0,0.16034
19616.0,0.16034
19617.0,0.16034
19618.0,0.16034
19619.0,0.16034
19620.0,0.16034
19621.0,0.16034
19622.0,0.16034
19623.0,0.16034
19624.0,0.16034
19625.0,0.16034
19626.0,0.16034
19627.0,0.16034
19628.0,0.16034
19629.0,0.16034
19630.0,0.16034
19631.0,0.16034
19632.0,0.16034
19633.0,0.16034
19634.0,0.16034
19635.0,0.16034
19636.0,0.16034
19637.0,0.16034
19638.0,0.16034
19639.0,0.16034
19640.0,0.16034
19641.0,0.16034
19642.0,0.16034
19643.0,0.16034
19644.0,0.16034
19645.0,0.16034
19646.0,0.16034
19647.0,0.16034
19648.0,0.16034
19649.0,0.16034
19650.0,0.16034
19651.0,0.16034
19652.0,0.16034
19653.0,0.16034
19654.0,0.16034
19655.0,0.16034
19656.0,0.16034
19657.0,0.16034
19658.0,0.16034
19659.0,0.16034
19660.0,0.16034
19661.0,0.16034
19662.0,0.16034
19663.0,0.16034
19664.0,0.16034
19665.0,0.16034
19666.0,0.16034
19667.0,0.16034
19668.0,0.16034
19669.0,0.16034
19670.0,0.16034
19671.0,0.16034
19672.0,0.16034
19673.0,0.16034
19674.0,0.16034
19675.0,0.16034
19676.0,0.16034
19677.0,0.16034
19678.0,0.16034
19679.0,0.16034
19680.0,0.16034
19681.0,0.16034
19682.0,0.16034
19683.0,0.16034
19684.0,0.16034
19685.0,0.16034
19686.0,0.16034
19687.0,0.16034
19688.0,0.16034
19689.0,0.16034
19690.0,0.16034
19691.0,0.16034
19692.0,0.16034
19693.0,0.16034
19694.0,0.16034
19695.0,0.16034
19696.0,0.16034
19697.0,0.16034
19698.0,0.16034
19699.0,0.16034
19700.0,0.16034
19701.0,0.16034
19702.0,0.16034
19703.0,0.16034
19704.0,0.16034
19705.0,0.16034
19706.0,0.16034
19707.0,0.16034
19708.0,0.16034
19709.0,0.16034
19710.0,0.16034
19711.0,0.16034
19712.0,0.16034
19713.0,0.16034
19714.0,0.16034
19715.0,0.16034
19716.0,0.16034
19717.0,0.16034
19718.0,0.16034
19719.0,0.16034
19720.0,0.16034
19721.0,0.16034
19722.0,0.16034
19723.0,0.16034
19724.0,0.16034
19725.0,0.16034
19726.0,0.16034
19727.0,0.16034
19728.0,0.16034
19729.0,0.16034
19730.0,0.16034
19731.0,0.16034
19732.0,0.16034
19733.0,0.16034
19734.0,0.16034
19735.0,0.16034
19736.0,0.16034
19737.0,0.16034
19738.0,0.16034
19739.0,0.16034
19740.0,0.16034
19741.0,0.16034
19742.0,0.16034
19743.0,0.16034
19744.0,0.16034
19745.0,0.16034
19746.0,0.16034
19747.0,0.16034
19748.0,0.16034
19749.0,0.16034
19750.0,0.16034
19751.0,0.16034
19752.0,0.16034
19753.0,0.16034
19754.0,0.16034
19755.0,0.16034
19756.0,0.16034
19757.0,0.16034
19758.0,0.16034
19759.0,0.16034
19760.0,0.16034
19761.0,0.16034
19762.0,0.16034
19763.0,0.16034
19764.0,0.16034
19765.0,0.16034
19766.0,0.16034
19767.0,0.16034
19768.0,0.16034
19769.0,0.16034
19770.0,0.16034
19771.0,0.16034
19772.0,0.16034
19773.0,0.16034
19774.0,0.16034
19775.0,0.16034
19776.0,0.16034
19777.0,0.16034
19778.0,0.16034
19779.0,0.16034
19780.0,0.16034
19781.0,0.16034
19782.0,0.16034
19783.0,0.16034
19784.0,0.16034
19785.0,0.16034
19786.0,0.16034
19787.0,0.16034
19788.0,0.16034
19789.0,0.16034
19790.0,0.16034
19791.0,0.16034
19792.0,0.16034
19793.0,0.16034
19794.0,0.16034
19795.0,0.16034
19796.0,0.16034
19797.0,0.16034
19798.0,0.16034
19799.0,0.16034
19800.0,0.16034
19801.0,0.16034
19802.0,0.16034
19803.0,0.16034
19804.0,0.16034
19805.0,0.16034
19806.0,0.16034
19807.0,0.16034
19808.0,0.16034
19809.0,0.16034
19810.0,0.16034
19811.0,0.16034
19812.0,0.16034
19813.0,0.16034
19814.0,0.16034
19815.0,0.16034
19816.0,0.16034
19817.0,0.16034
19818.0,0.16034
19819.0,0.16034
19820.0,0.16034
19821.0,0.16034
19822.0,0.16034
19823.0,0.16034
19824.0,0.16034
19825.0,0.16034
19826.0,0.16034
19827.0,0.16034
19828.0,0.16034
19829.0,0.16034
19830.0,0.16034
19831.0,0.16034
19832.0,0.16034
19833.0,0.16034
19834.0,0.16034
19835.0,0.16034
19836.0,0.16034
19837.0,0.16034
19838.0,0.16034
19839.0,0.16034
19840.0,0.16034
19841.0,0.16034
19842.0,0.16034
19843.0,0.16034
19844.0,0.16034
19845.0,0.16034
19846.0,0.16034
19847.0,0.16034
19848.0,0.16034
19849.0,0.16034
19850.0,0.16034
19851.0,0.16034
19852.0,0.16034
19853.0,0.16034
19854.0,0.16034
19855.0,0.16034
19856.0,0.16034
19857.0,0.16034
19858.0,0.16034
19859.0,0.16034
19860.0,0.16034
19861.0,0.16034
19862.0,0.16034
19863.0,0.16034
19864.0,0.16034
19865.0,0.16034
19866.0,0.16034
19867.0,0.16034
19868.0,0.16034
19869.0,0.16034
19870.0,0.16034
19871.0,0.16034
19872.0,0.16034
19873.0,0.16034
19874.0,0.16034
19875.0,0.16034
19876.0,0.16034
19877.0,0.16034
19878.0,0.16034
19879.0,0.16034
19880.0,0.16034
19881.0,0.16034
19882.0,0.16034
19883.0,0.16034
19884.0,0.16034
19885.0,0.16034
19886.0,0.16034
19887.0,0.16034
19888.0,0.16034
19889.0,0.16034
19890.0,0.16034
